UniqueID,HIT_ID,String,String1,String2,nCorrect_over_nAnswered
1712,171,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,1
1713,171,[\W_]',[\W_],[\W_],0.4
1714,171,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],0.6
1715,171,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),1
1716,171,(:|;)',(:|;),(:|;),1
1717,171,&d([aeiou][aeiou])z',&d([aeiou][aeiou])z,&d([aeiou][aeiou])z,1
1718,171,RR*',RR*,RR*,1
1719,171,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
1720,172,zaa*',zaa*,zaa*,1
1721,172,tri(a|b|c|d|e|f)3',tri(a|b|c|d|e|f)3,tri(a|b|c|d|e|f)3,1
1722,172,[\W_]',[\W_],[\W_],0.4
1723,172,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],1
1724,172,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),1
1725,172,tuv[A-Za-z0-9_]',tuv[A-Za-z0-9_],tuv[A-Za-z0-9_],1
1726,172,t[:;]+p',t[:;]+p,t[:;]+p,1
1727,172,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",1
1728,172,(:|;)',(:|;),(:|;),1
1729,172,&d([aeiou][aeiou])z',&d([aeiou][aeiou])z,&d([aeiou][aeiou])z,1
1730,173,RR*',RR*,RR*,1
1731,173,[^0-9]',[^0-9],[^0-9],0.4
1732,173,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},0.6
1733,173,(\{|\})',(\{|\}),(\{|\}),1
1734,173,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},0.8
1735,173,1q\w\w',1q\w\w,1q\w\w,0.5
1736,173,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,1
1737,173,"(dee(do){1,2})'","(dee(do){1,2})","(dee(do){1,2})",1
1738,173,tri[a-f]3',tri[a-f]3,tri[a-f]3,0.8
1739,173,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],0.8
1740,174,([\0175\0173])',([\0175\0173]),([\0175\0173]),0.4
1741,174,no[w-z]5',no[w-z]5,no[w-z]5,1
1742,174,&(\w+);',&(\w+);,&(\w+);,1
1743,174,R+',R+,R+,1
1744,174,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],1
1745,174,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),1
1746,174,(deedo(do)?)',(deedo(do)?),(deedo(do)?),1
1747,174,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},1
1748,174,[^0-9A-Za-z]',[^0-9A-Za-z],[^0-9A-Za-z],1
1749,174,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),1
1750,175,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],1
1751,175,tri[a-f]3',tri[a-f]3,tri[a-f]3,1
1752,175,[^0-9]',[^0-9],[^0-9],1
1753,175,\..*',\..*,\..*,1
1754,175,&(\w+);',&(\w+);,&(\w+);,0.8
1755,175,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),1
1756,175,%([0-9a-fA-F][0-9a-fA-F])',%([0-9a-fA-F][0-9a-fA-F]),%([0-9a-fA-F][0-9a-fA-F]),0.8
1757,175,([\072\073])',([\072\073]),([\072\073]),1
1758,175,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
1759,175,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),0.8
1760,176,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),1
1761,176,no[wxyz]5',no[wxyz]5,no[wxyz]5,1
1762,176,(q4fab|ab)',(q4fab|ab),(q4fab|ab),1
1763,176,t[:;]+p',t[:;]+p,t[:;]+p,1
1764,176,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],1
1765,176,[\s]',[\s],[\s],1
1766,176,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),1
1767,176,zaa*',zaa*,zaa*,1
1768,176,(:|;)',(:|;),(:|;),1
1769,176,([$][{])\d+(:[^}]+[}])',([$][{])\d+(:[^}]+[}]),([$][{])\d+(:[^}]+[}]),1
1770,177,t[:;]+p',t[:;]+p,t[:;]+p,1
1771,177,(q4fab|ab)',(q4fab|ab),(q4fab|ab),0.8
1772,177,RR*',RR*,RR*,1
1773,177,([\072\073])',([\072\073]),([\072\073]),NA
1774,177,no[wxyz]5',no[wxyz]5,no[wxyz]5,1
1775,177,[a-f](\d+)[a-f]',[a-f](\d+)[a-f],[a-f](\d+)[a-f],0.8
1776,177,&d([aeiou][aeiou])z',&d([aeiou][aeiou])z,&d([aeiou][aeiou])z,1
1777,177,[\W_]',[\W_],[\W_],1
1778,177,&([A-Za-z0-9_]+);',&([A-Za-z0-9_]+);,&([A-Za-z0-9_]+);,0.8
1779,177,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
1780,178,\.+',\.+,\.+,1
1781,178,[\W_]',[\W_],[\W_],1
1782,178,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],1
1783,178,((q4f)?ab)',((q4f)?ab),((q4f)?ab),1
1784,178,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),0.8
1785,178,([}{])',([}{]),([}{]),1
1786,178,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],1
1787,178,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],0.8
1788,178,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],0.8
1789,178,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,0.8
1790,179,[\t\r\f\n ]',[\t\r\f\n ],[\t\r\f\n ],1
1791,179,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],1
1792,179,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],1
1793,179,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),1
1794,179,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),1
1795,179,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],1
1796,179,tri[a-f]3',tri[a-f]3,tri[a-f]3,1
1797,179,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],1
1798,179,\..*',\..*,\..*,1
1799,179,([\072\073])',([\072\073]),([\072\073]),1
